qtr,ticker,CFO,CFO_size,ACCRUAL,dMARGIN,intercept,pred_beats_mkt
2019_3,ACN,0.2368134633359603,0.2368134633359603,0.7062575043982005,0.8715457033234889,1,0.5027668250128696
2019_3,ES,0.20847942745083667,0.20847942745083667,0.7023392953684959,0.8729140869370534,1,0.5027347824808927
2019_3,GM,0.31812766893315986,0.31812766893315986,0.7077143146104256,0.8715682173273873,1,0.5026745443874638
2019_3,SO,0.24142734087201953,0.24142734087201953,0.7027879435042427,0.8730068579994993,1,0.5026308927832414
2019_3,NOC,0.2189029195608746,0.2189029195608746,0.7108905964181337,0.869679839586678,1,0.5025476545483729
2019_3,FTV,0.20501072155123437,0.20501072155123437,0.70817623474161,0.8707323170564883,1,0.5023689280539697
2019_3,ROP,0.20544141634440924,0.20544141634440924,0.7056884121625537,0.871776900005451,1,0.5022311865393466
2019_3,EMR,0.22009420303135827,0.22009420303135827,0.706167755607288,0.8717299923498334,1,0.5021306296582719
2019_3,ORLY,0.20980649890951747,0.20980649890951747,0.7064307193340249,0.871590606021431,1,0.5020448446805683
2019_3,COST,0.24005278302146144,0.24005278302146144,0.7074652637589418,0.8714871000814306,1,0.5018103846673527
2019_3,SPGI,0.21199347543206937,0.21199347543206937,0.7091489236439364,0.8706507403410643,1,0.501754134225817
2019_3,AZO,0.21345743452522775,0.21345743452522775,0.7074007092363388,0.871362040846418,1,0.5017314146735711
2019_3,KMI,0.21816982204057697,0.21816982204057697,0.7035716349898076,0.8729402766966903,1,0.5016577833433424
